,red_fighter_name,blue_fighter_name,method,round,time,bout_type,bonus,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes,who_wins,red_fighter_sig_str_landed,blue_fighter_sig_str_landed,red_fighter_total_str_landed,blue_fighter_total_str_landed,red_fighter_TD_landed,red_fighter_TD_attempted,blue_fighter_TD_landed,blue_fighter_TD_attempted,red_fighter_sig_str_body_landed,blue_fighter_sig_str_body_landed,red_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_landed,red_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_landed,red_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_landed,red_fighter_age,blue_fighter_age,blue_fighter_stats_missing,red_fighter_stats_missing
414,MOLLY MCCANN,DIANA BELBITA,Submission,1,299,Women's Strawweight Bout,perf,0,0,46.0,37.0,100.0,0.0,0,0,0,0,68.0,0,64.0,31,33.0,44.0,2.0,24.0,80.0,82.0,4,17,14,0.0,13.0,6.0,0.0,162.56,56.7,5.68,49.0,4.9,63.0,1.65,35.0,43.0,0.5,15.0,8.0,0.0,170.18,6.59,42.0,6.43,51.0,0.97,62.0,69.0,0.0,Red,42.0,29.0,43.0,29.0,2,2,0.0,0,14,13,1.0,7.0,2,5,6,0.0,34.0,28.0,0,0
415,AZAT MAKSUM,CHARLES JOHNSON,Decision - Unanimous,3,300,Flyweight Bout,fight,0,0,23.0,54.0,28.0,33.0,0,0,0,0,149.0,47,65.0,38,15.0,26.0,18.0,35.0,94.0,86.0,5,9,0,3.0,17.0,0.0,0.0,170.18,56.7,3.07,27.0,5.4,61.0,2.0,18.0,12.5,0.0,13.0,6.0,0.0,175.26,4.34,55.0,3.27,54.0,0.19,14.0,62.0,0.2,Blue,38.0,76.0,40.0,81.0,2,7,2.0,6,6,20,7.0,23.5,2,7,0,3.0,29.0,34.0,0,0
416,THEMBA GORIMBO,PETE RODRIGUEZ,KO/TKO,1,32,Welterweight Bout,No bonus,0,0,66.0,11.0,0.0,0.0,0,0,0,0,5.0,0,83.0,0,8.0,0.0,8.0,0.0,25.0,28.5,16,0,50,0.0,11.0,4.0,0.0,185.42,77.11,1.8,59.0,1.71,42.0,3.47,50.0,66.0,0.0,5.0,1.0,0.0,175.26,7.9399999999999995,46.0,7.385000000000002,44.0,0.0,0.0,100.0,0.0,Red,12.0,0.0,12.0,0.0,0,1,0.0,0,1,0,1.0,0.0,2,0,7,0.0,34.0,28.0,0,0
417,JEONGYEONG LEE,BLAKE BILDER,Decision - Unanimous,3,300,Featherweight Bout,No bonus,0,0,59.0,35.0,66.0,0.0,0,0,0,0,269.0,318,67.0,15,28.0,10.0,4.0,57.5,42.0,42.0,22,35,34,5.0,10.0,1.0,0.0,177.8,65.77,2.39,47.0,1.84,55.0,0.0,0.0,73.0,0.9,8.0,1.0,0.0,172.72,4.96,50.0,4.54,56.0,0.45,10.0,100.0,0.9,Red,49.0,19.0,75.0,36.0,2,3,0.0,3,14,2,2.0,14.0,11,10,15,1.0,29.0,34.0,0,0
418,LUANA CAROLINA,JULIJA STOLIARENKO,KO/TKO,3,292,Women's Flyweight Bout,No bonus,0,0,48.0,27.0,66.0,20.0,0,0,0,0,327.0,227,62.0,43,22.0,37.0,15.0,18.0,42.0,68.0,19,31,37,0.0,9.0,4.0,0.0,167.64,56.7,4.65,50.0,4.0,47.0,0.15,25.0,76.0,0.7,11.0,8.0,0.0,170.18,2.81,40.0,4.56,44.0,0.91,30.0,62.0,1.4,Red,66.0,16.0,138.0,21.0,2,3,1.0,5,15,6,10.0,3.0,13,5,15,0.0,31.0,31.0,0,0
419,LANDON QUINONES,MARQUEL MEDEROS,Decision - Unanimous,3,300,Lightweight Bout,No bonus,0,0,36.0,41.0,33.0,0.0,0,0,0,0,124.0,253,74.0,46,20.0,30.0,5.0,23.0,98.0,91.0,1,8,0,0.0,7.0,2.0,0.0,175.26,70.31,7.450000000000001,41.0,6.8149999999999995,54.0,0.0,0.0,100.0,0.0,8.0,1.0,0.0,177.8,5.78,60.0,1.93,63.0,0.0,0.0,100.0,0.0,Blue,55.0,60.0,78.0,74.0,1,3,0.0,5,11,18,3.0,14.0,1,5,0,0.0,29.0,28.0,0,0
420,THOMAS PETERSEN,JAMAL POGUES,Decision - Unanimous,3,300,Heavyweight Bout,No bonus,0,0,67.0,52.0,16.0,0.0,0,0,0,0,167.0,4,44.0,66,51.0,23.0,3.0,10.0,93.0,86.0,6,13,0,0.0,8.0,1.0,0.0,185.42,117.92999999999999,3.59,67.0,2.45,40.0,4.68625,87.5,100.0,2.0,10.0,4.0,0.0,190.5,3.12,42.0,4.25,52.0,3.0,48.0,66.0,0.0,Blue,58.0,65.0,116.0,66.0,1,6,0.0,0,30,15,2.0,7.0,4,9,0,0.0,29.0,29.0,0,0
421,SEAN STRICKLAND,DRICUS DU PLESSIS,Decision - Split,5,300,UFC Middleweight Title Bout,belt,0,0,42.0,38.0,0.0,54.0,0,0,0,0,0.0,128,90.0,59,5.0,23.0,3.0,17.0,100.0,97.0,0,2,0,0.0,28.0,5.0,0.0,185.42,83.91,5.82,41.0,4.24,63.0,0.92,64.0,84.0,0.2,20.0,2.0,0.0,185.42,6.95,55.0,3.79,53.0,2.72,50.0,40.0,1.1,Blue,138.625,137.0,183.0,140.0,0,0,2.5,10,10,32,6.0,23.5,0,3,0,0.0,33.0,31.0,0,0
422,RAQUEL PENNINGTON,MAYRA BUENO SILVA,Decision - Unanimous,5,300,UFC Women's Bantamweight Title Bout,belt,0,0,66.0,78.0,33.0,33.0,0,0,0,0,527.5,413,67.0,46,23.0,37.0,8.0,15.0,40.0,40.0,28,35,31,4.0,15.0,9.0,0.0,170.18,61.23,4.02,50.0,3.34,62.0,0.93,27.0,63.0,0.6,10.0,2.0,0.0,167.64,4.16,54.0,4.71,57.0,0.35,50.0,68.0,1.6,Red,134.0,69.0,199.5,96.0,1,3,2.5,9,32,26,11.0,11.0,15,15,15,3.0,36.0,33.0,0,0
423,NEIL MAGNY,MIKE MALOTT,KO/TKO,3,285,Welterweight Bout,No bonus,0,0,55.0,67.0,50.0,66.0,0,0,0,0,107.0,362,91.0,42,5.0,8.0,3.0,48.0,22.0,66.0,0,0,50,27.5,28.0,12.0,0.0,190.5,77.11,3.45,46.0,2.4,53.0,2.22,40.0,55.0,0.3,10.0,1.0,0.0,185.42,4.21,42.0,3.07,56.0,2.53,55.0,5.0,1.5,Red,57.0,45.0,110.0,100.0,1,2,2.5,6,3,4,2.0,22.0,0,0,15,8.125,37.0,33.0,0,0
424,CHRIS CURTIS,MARC-ANDRE BARRIAULT,Decision - Split,3,300,Middleweight Bout,No bonus,0,0,54.0,50.0,0.0,0.0,0,0,0,0,0.0,0,72.0,63,25.0,27.0,2.0,9.0,82.0,86.0,17,13,0,0.0,30.0,10.0,0.0,177.8,83.91,5.36,50.0,6.3,54.0,0.0,0.0,92.0,0.0,16.0,6.0,0.0,185.42,5.95,47.0,5.22,53.0,0.24,25.0,67.0,0.1,Red,138.625,122.0,144.0,124.0,0,0,0.0,0,33,32,4.0,12.0,15,15,0,0.0,37.0,34.0,0,0
425,ARNOLD ALLEN,MOVSAR EVLOEV,Decision - Unanimous,3,300,Featherweight Bout,No bonus,0,0,42.0,43.0,0.0,29.0,0,0,0,0,3.0,211,69.0,68,28.0,23.0,1.0,7.0,77.0,88.0,15,9,6,1.0,19.0,2.0,0.0,172.72,65.77,3.34,40.0,2.86,61.0,1.12,50.0,76.0,0.3,17.0,0.0,0.0,170.18,4.57,49.0,2.74,61.0,4.55625,50.0,71.0,0.3,Blue,59.0,51.0,61.0,72.0,0,0,2.5,10,17,12,1.0,4.0,9,5,4,1.0,31.0,30.0,0,0
426,BRAD KATONA,GARRETT ARMFIELD,Decision - Unanimous,3,300,Bantamweight Bout,No bonus,0,0,41.0,62.0,44.0,0.0,0,0,0,0,275.0,0,76.0,70,12.0,20.0,10.0,9.0,71.0,94.0,26,5,1,0.0,15.0,2.0,0.0,167.64,61.23,4.8,51.0,4.57,50.0,1.0,20.0,50.0,0.0,9.0,3.0,0.0,167.64,5.29,44.0,3.52,57.0,0.0,0.0,75.0,0.0,Blue,64.0,105.0,76.0,130.0,4,9,0.0,1,8,21,7.0,10.0,15,6,1,0.0,33.0,28.0,0,0
427,CHARLES JOURDAIN,SEAN WOODSON,Decision - Split,3,300,Featherweight Bout,No bonus,0,0,38.0,47.0,0.0,33.0,0,0,0,0,118.0,39,31.0,73,33.0,12.0,35.0,13.0,86.0,87.0,13,10,0,2.0,15.0,6.0,0.0,175.26,65.77,5.71,49.0,4.21,58.0,0.1,16.0,47.0,0.5,10.0,1.0,0.0,187.96,5.41,46.0,4.0,57.0,0.71,80.0,83.0,0.5,Blue,60.0,80.0,78.0,102.0,0,4,1.0,3,20,10,21.0,11.0,8,8,0,2.0,29.0,32.0,0,0
428,SERHIY SIDEY,RAMON TAVERAS,Decision - Split,3,300,Bantamweight Bout,No bonus,0,0,34.0,42.0,0.0,0.0,0,0,0,0,24.0,6,64.0,77,25.0,12.0,10.0,9.0,92.0,96.0,7,1,0,1.0,10.0,1.0,0.0,180.34,61.23,4.52,35.0,4.52,42.0,0.0,0.0,12.5,0.0,9.0,2.0,0.0,172.72,7.2,58.0,6.17,66.0,0.0,0.0,5.0,0.0,Blue,79.0,62.0,81.0,62.0,0,4,0.0,0,20,8,8.0,6.0,6,1,0,1.0,28.0,31.0,0,0
429,GILLIAN ROBERTSON,POLYANA VIANA,KO/TKO,2,192,Women's Strawweight Bout,perf,0,0,58.0,29.0,100.0,0.0,0,0,0,0,366.0,27,86.0,83,0.0,16.0,13.0,0.0,21.0,75.0,0,0,50,25.0,12.0,8.0,0.0,165.1,52.16,2.6,45.0,3.21,55.0,2.46,41.0,43.0,0.9,13.0,6.0,0.0,165.1,3.19,41.0,2.63,55.0,0.93,33.0,43.0,1.7499999999999998,Red,23.0,12.0,49.0,33.0,2,2,0.0,0,0,2,3.0,0.0,0,0,15,3.0,29.0,32.0,0,0
430,YOHAN LAINESSE,SAM PATTERSON,Submission,1,123,Welterweight Bout,No bonus,0,0,13.0,50.0,0.0,100.0,0,0,0,0,5.0,41,100.0,100,0.0,0.0,0.0,0.0,100.0,100.0,0,0,0,0.0,9.0,2.0,0.0,185.42,77.11,2.34,42.0,3.44,59.0,1.0,28.0,80.0,0.5,10.0,2.0,0.0,190.5,2.56,36.0,3.98,44.0,0.0,0.0,33.0,1.7499999999999998,Blue,1.0,5.0,1.0,5.0,0,0,1.0,1,0,0,0.0,0.0,0,0,0,0.0,32.0,28.0,0,0
431,JASMINE JASUDAVICIUS,PRISCILA CACHOEIRA,Submission,3,261,Women's Bantamweight Bout,perf,0,0,77.0,48.0,40.0,0.0,0,0,0,0,527.5,5,90.0,79,6.0,12.0,3.0,8.0,24.0,83.0,2,0,50,16.0,9.0,3.0,0.0,170.18,56.7,3.54,40.0,4.41,51.0,2.17,37.0,80.0,0.0,12.0,5.0,0.0,170.18,4.12,43.0,7.13,45.0,0.18,33.0,65.0,0.0,Red,93.0,24.0,199.5,26.0,2,5,0.0,0,6,3,3.0,2.0,2,0,15,4.0,35.0,36.0,0,0
432,MALCOLM GORDON,JIMMY FLICK,Submission,2,77,Flyweight Bout,No bonus,0,0,52.0,42.0,100.0,25.0,0,0,0,0,253.0,67,94.0,66,5.0,0.0,0.0,33.0,48.0,100.0,13,0,37,0.0,14.0,7.0,0.0,170.18,56.7,1.93,42.0,2.26,42.0,1.61,30.0,12.5,0.8,16.0,7.0,0.0,170.18,1.99,50.0,5.05,38.0,1.66,27.0,5.0,1.7499999999999998,Blue,37.0,3.0,74.0,7.0,1,1,1.0,4,2,0,0.0,1.0,5,0,14,0.0,34.0,34.0,0,0
433,MAGOMED ANKALAEV,JOHNNY WALKER,KO/TKO,2,162,Light Heavyweight Bout,perf,0,0,67.0,33.0,0.0,0.0,0,0,0,0,5.0,0,20.0,8,15.0,12.0,56.5,57.5,97.0,100.0,0,0,2,0.0,18.0,1.0,0.0,190.5,92.99,3.56,52.0,2.2,58.0,1.07,31.0,86.0,0.0,21.0,7.0,0.0,198.12,3.87,56.0,2.64,45.0,0.5,93.5,57.0,1.0,Red,39.0,24.0,39.0,26.0,0,0,0.0,0,6,3,23.5,19.0,0,0,1,0.0,32.0,32.0,0,0
434,JIM MILLER,GABRIEL BENITEZ,Submission,3,205,Lightweight Bout,perf,0,0,57.0,43.0,100.0,0.0,0,0,0,0,235.0,1,62.0,63,12.0,16.0,25.0,20.0,83.0,98.0,6,1,10,0.0,33.5,15.5,0.0,172.72,70.31,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,23.0,11.0,0.0,172.72,4.79,41.0,4.05,65.0,0.27,50.0,58.0,1.1,Red,80.0,80.0,96.0,84.0,2,2,0.0,0,10,13,20.0,16.0,5,1,8,0.0,41.0,36.0,0,0
435,RICKY SIMON,MARIO BAUTISTA,Decision - Unanimous,3,300,Bantamweight Bout,No bonus,0,0,41.0,41.0,15.0,0.0,0,0,0,0,180.0,14,73.0,67,8.0,27.0,17.0,4.0,97.0,98.0,2,1,0,0.0,20.0,4.0,0.0,167.64,61.23,3.01,44.0,3.23,62.0,4.68625,50.0,75.0,0.4,13.0,2.0,0.0,175.26,5.32,51.0,4.2,53.0,2.72,50.0,56.0,1.3,Blue,45.0,112.0,52.0,118.0,2,10,0.0,3,4,31,8.0,5.0,1,2,0,0.0,32.0,31.0,0,0
436,PHIL HAWES,BRUNNO FERREIRA,KO/TKO,1,295,Middleweight Bout,perf,0,0,48.0,44.0,0.0,25.0,0,0,0,0,0.0,97,61.0,94,30.0,0.0,7.0,5.0,92.0,78.0,7,0,0,21.0,12.0,5.0,0.0,182.88,83.91,5.55,59.0,3.7,55.0,2.28,36.0,100.0,0.2,10.0,1.0,0.0,177.8,5.79,53.0,5.22,47.0,0.0,0.0,50.0,0.0,Blue,13.0,19.0,13.0,24.0,0,1,1.0,4,4,0,1.0,1.0,1,0,0,4.0,36.0,32.0,0,0
437,ANDREI ARLOVSKI,WALDO CORTES-ACOSTA,Decision - Unanimous,3,300,Heavyweight Bout,No bonus,0,0,45.0,36.0,0.0,0.0,0,0,0,0,0.0,0,22.0,48,37.0,22.0,39.0,28.0,100.0,93.0,0,6,0,0.0,33.5,15.5,0.0,190.5,108.86,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2,10.0,1.0,0.0,193.04,6.97,50.0,4.06,52.0,0.0,0.0,60.0,0.0,Blue,58.0,49.0,58.0,50.0,0,0,0.0,0,22,11,23.0,14.0,0,3,0,0.0,43.5,33.0,0,0
438,MATTHEW SEMELSBERGER,PRESTON PARSONS,Decision - Unanimous,3,300,Welterweight Bout,No bonus,0,0,40.0,54.0,50.0,63.0,0,0,0,0,188.0,386,64.0,53,14.0,19.0,21.0,27.0,82.0,53.0,10,23,7,23.0,11.0,6.0,0.0,185.42,77.11,4.06,43.0,4.36,55.0,1.02,58.0,50.0,0.1,10.0,4.0,0.0,180.34,4.14,56.0,3.76,49.0,3.11,33.0,100.0,1.7499999999999998,Blue,28.0,47.0,33.0,116.0,1,2,2.5,10,4,9,6.0,13.0,3,11,2,8.125,32.0,29.0,0,0
439,MARCUS MCGHEE,GASTON BOLANOS,KO/TKO,2,209,Bantamweight Bout,perf,0,0,52.0,34.0,33.0,0.0,0,0,0,0,107.0,4,87.0,50,10.0,25.0,1.0,25.0,80.0,100.0,4,0,15,0.0,8.0,1.0,0.0,172.72,61.23,3.42,48.0,1.81,71.5,0.0,0.0,100.0,1.6,7.0,3.0,0.0,170.18,4.2,49.0,1.13,56.0,0.0,0.0,40.0,0.0,Red,65.0,28.0,74.0,28.0,1,3,0.0,0,7,7,1.0,7.0,3,0,10,0.0,34.0,32.0,0,0
440,FARID BASHARAT,TAYLOR LAPILUS,Decision - Unanimous,3,300,Bantamweight Bout,No bonus,0,0,42.0,43.0,31.0,0.0,0,0,0,0,418.0,2,33.0,60,16.0,27.0,50.0,12.0,92.0,85.0,4,5,2,10.0,11.0,0.0,0.0,172.72,61.23,5.2,63.0,2.34,58.0,3.5,53.0,83.0,0.4,19.0,3.0,0.0,167.64,4.18,47.0,2.27,62.0,0.45,40.0,81.0,0.5,Red,42.0,40.0,55.0,41.0,5,10,0.0,0,7,11,21.0,5.0,2,2,1,4.0,27.0,32.0,0,0
441,WESTIN WILSON,JEAN SILVA,KO/TKO,1,252,Featherweight Bout,No bonus,0,0,30.0,69.0,0.0,100.0,0,0,0,0,4.0,8,72.0,96,0.0,4.0,27.0,0.0,100.0,92.0,0,8,0,0.0,16.0,8.0,0.0,185.42,65.77,1.38,50.0,6.8149999999999995,35.5,0.0,0.0,12.5,2.0,11.0,2.0,0.0,170.18,5.8,48.0,4.73,55.0,1.0,33.0,100.0,0.0,Blue,11.0,25.0,11.0,25.0,0,3,1.0,1,0,1,3.0,0.0,0,2,0,0.0,36.0,28.0,0,0
442,WESTIN WILSON,JEAN SILVA,KO/TKO,1,252,Featherweight Bout,No bonus,0,0,30.0,69.0,0.0,100.0,0,0,0,0,4.0,8,72.0,96,0.0,4.0,27.0,0.0,100.0,92.0,0,8,0,0.0,16.0,8.0,0.0,185.42,65.77,1.38,50.0,6.8149999999999995,35.5,0.0,0.0,12.5,2.0,19.0,12.0,0.0,167.64,0.73,27.0,2.93,52.0,0.0,0.0,5.0,0.0,Blue,11.0,25.0,11.0,25.0,0,3,1.0,1,0,1,3.0,0.0,0,2,0,0.0,36.0,42.5,0,0
443,NIKOLAS MOTTA,TOM NOLAN,KO/TKO,1,63,Lightweight Bout,No bonus,0,0,52.0,60.0,0.0,0.0,0,0,0,0,9.0,0,90.0,41,9.0,41.0,0.0,16.0,38.0,91.0,0,8,50,0.0,13.0,5.0,0.0,175.26,70.31,2.65,30.0,4.61,52.0,0.0,0.0,82.0,0.0,6.0,0.0,0.0,190.5,7.9399999999999995,54.0,1.45,50.0,0.0,0.0,5.0,0.0,Red,21.0,12.0,21.0,12.0,0,0,0.0,0,2,5,0.0,2.0,0,1,13,0.0,31.0,24.0,0,0
444,JOSHUA VAN,FELIPE BUNES,KO/TKO,2,271,Flyweight Bout,No bonus,0,0,58.0,54.0,100.0,33.0,0,0,0,0,74.0,122,75.0,58,18.0,22.0,6.0,20.0,73.0,98.0,10,2,15,0.0,9.0,1.0,0.0,165.1,56.7,7.450000000000001,51.0,5.93,63.0,1.0,33.0,87.0,0.0,13.0,6.0,0.0,170.18,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,Red,83.0,50.0,154.0,57.0,1,1,2.0,6,15,11,5.0,10.0,9,1,13,0.0,23.5,35.0,0,0
445,LEON EDWARDS,COLBY COVINGTON,Decision - Unanimous,5,300,UFC Welterweight Title Bout,belt,0,0,52.0,34.0,66.0,20.0,0,0,0,0,87.0,304,36.0,45,24.0,15.0,38.0,38.0,98.0,100.0,0,0,1,0.0,21.0,3.0,0.0,187.96,77.11,2.8,53.0,2.4,53.0,1.26,33.0,69.0,0.3,17.0,3.0,0.0,180.34,4.1,39.0,3.05,55.0,4.05,45.0,72.0,0.2,Red,57.0,44.0,65.0,109.0,2,3,2.0,10,14,7,22.0,17.0,0,0,1,0.0,33.0,36.0,0,0
446,ALEXANDRE PANTOJA,BRANDON ROYVAL,Decision - Unanimous,5,300,UFC Flyweight Title Bout,belt,0,0,60.0,54.0,57.0,0.0,0,0,0,0,527.5,47,51.0,91,23.0,6.0,25.0,1.0,77.0,81.0,5,4,16,13.0,26.0,5.0,0.0,165.1,56.7,4.41,48.0,3.81,51.0,1.75,44.0,66.0,1.0,15.0,6.0,0.0,175.26,3.45,38.0,2.63,50.0,0.66,93.5,39.0,1.7499999999999998,Red,95.0,111.0,126.0,182.5,5,10,0.0,1,22,7,23.5,2.0,5,5,15,8.125,34.0,32.0,0,0
447,SHAVKAT RAKHMONOV,STEPHEN THOMPSON,Submission,2,296,Welterweight Bout,No bonus,0,0,77.0,64.0,20.0,0.0,0,0,0,0,465.0,0,85.0,37,14.0,43.0,0.0,18.0,17.0,81.0,35,6,46,12.0,17.0,0.0,0.0,185.42,77.11,4.45,59.0,2.61,53.0,1.49,33.0,100.0,1.5,17.0,6.0,0.0,182.88,4.2,45.0,3.04,55.0,0.27,41.0,64.0,0.0,Red,28.0,16.0,73.0,26.0,1,5,0.0,0,4,7,0.0,3.0,10,1,13,2.0,30.0,41.0,0,0
448,TONY FERGUSON,PADDY PIMBLETT,Decision - Unanimous,3,300,Lightweight Bout,No bonus,0,0,59.0,64.0,0.0,25.0,0,0,0,0,0.0,413,56.0,68,37.0,12.0,6.0,18.0,82.0,62.0,0,0,17,27.5,26.0,9.0,0.0,180.34,70.31,4.98,45.0,4.26,56.0,0.42,35.0,66.0,0.9,20.0,3.0,0.0,177.8,4.19,46.0,3.48,41.0,0.97,25.0,56.0,1.7499999999999998,Blue,62.0,106.0,90.0,151.0,0,0,1.0,4,23,13,4.0,20.0,0,0,11,8.125,40.0,30.0,0,0
449,JOSH EMMETT,BRYCE MITCHELL,KO/TKO,1,117,Featherweight Bout,perf,0,0,20.0,11.0,0.0,0.0,0,0,0,0,0.0,0,50.0,0,50.0,0.0,0.0,0.0,100.0,28.5,0,0,0,0.0,18.0,4.0,0.0,167.64,65.77,4.07,36.0,4.66,61.0,0.92,37.0,46.0,0.1,16.0,2.0,0.0,177.8,2.34,58.0,1.64,58.0,3.51,41.0,33.0,1.6,Red,2.0,0.0,2.0,0.0,0,0,0.0,0,1,0,0.0,0.0,0,0,0,0.0,39.0,30.0,0,0
450,ALONZO MENIFIELD,DUSTIN JACOBY,Decision - Unanimous,3,300,Light Heavyweight Bout,No bonus,0,0,58.0,62.0,50.0,0.0,0,0,0,0,123.0,128,85.0,74,2.0,16.0,11.0,9.0,75.0,83.0,20,16,4,0.0,14.0,3.0,0.0,182.88,92.99,3.82,57.0,3.09,52.0,0.62,30.0,75.0,0.3,19.0,7.0,0.0,190.5,5.46,46.0,4.02,59.0,0.4,25.0,60.0,0.0,Red,68.0,93.0,95.0,113.0,1,2,0.0,0,2,15,8.0,9.0,14,15,3,0.0,37.0,36.0,0,0
451,IRENE ALDANA,KAROL ROSA,Decision - Unanimous,3,300,Women's Bantamweight Bout,fight,0,0,47.0,58.0,0.0,0.0,0,0,0,0,0.0,0,84.0,50,13.0,2.0,2.0,46.0,100.0,100.0,0,0,0,0.0,14.0,7.0,0.0,175.26,61.23,4.86,39.0,5.71,59.0,0.17,50.0,75.0,0.3,17.0,5.0,0.0,165.1,5.43,55.0,4.17,48.0,1.38,47.0,68.0,0.0,Red,138.625,137.375,145.0,182.5,0,0,0.0,1,20,6,3.0,23.5,0,0,0,0.0,36.0,30.0,0,0
452,CODY GARBRANDT,BRIAN KELLEHER,KO/TKO,1,222,Bantamweight Bout,No bonus,0,0,48.0,68.0,0.0,0.0,0,0,0,0,19.0,36,80.0,52,10.0,5.0,10.0,41.0,80.0,100.0,20,0,0,0.0,13.0,5.0,0.0,172.72,61.23,3.0,40.0,3.89,61.0,1.13,34.0,78.0,0.0,24.0,13.0,0.0,167.64,3.36,41.0,4.61,54.0,1.79,42.0,60.0,0.7,Red,20.0,17.0,21.0,21.0,0,0,0.0,1,2,1,2.0,7.0,4,0,0,0.0,33.0,38.0,0,0
453,CASEY O'NEILL,ARIANE DA SILVA,Submission,2,78,Women's Flyweight Bout,perf,0,0,41.0,50.0,0.0,100.0,0,0,0,0,20.0,58,54.0,70,9.0,25.0,35.0,4.0,93.0,57.0,6,14,0,27.5,9.0,1.0,0.0,167.64,56.7,7.450000000000001,55.0,5.9,58.0,1.96,42.0,71.0,0.7,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,Blue,31.0,64.0,32.0,86.0,0,2,1.0,1,3,16,11.0,3.0,2,9,0,8.125,27.0,32.94502369668246,1,0
454,TAGIR ULANBEKOV,CODY DURDEN,Submission,2,265,Flyweight Bout,No bonus,0,0,58.0,74.0,100.0,0.0,0,0,0,0,363.0,36,79.0,68,16.0,9.0,4.0,21.0,62.0,75.0,20,9,16,15.0,14.0,2.0,0.0,170.18,56.7,3.35,44.0,3.29,54.0,3.81,42.0,61.0,0.9,16.0,4.0,0.0,170.18,3.13,49.0,2.94,52.0,4.55625,50.0,80.0,0.4,Red,24.0,32.0,45.0,55.0,2,2,0.0,0,4,3,1.0,7.0,5,3,4,5.0,33.0,33.0,0,0
455,ANDRE FILI,LUCAS ALMEIDA,KO/TKO,1,212,Featherweight Bout,No bonus,0,0,55.0,40.0,0.0,0.0,0,0,0,0,15.0,0,80.0,10,15.0,0.0,5.0,57.5,40.0,100.0,0,0,50,0.0,22.0,10.0,0.0,180.34,65.77,3.83,37.0,4.13,51.0,2.22,47.0,69.0,0.3,14.0,2.0,0.0,180.34,5.29,47.0,5.29,45.0,0.0,0.0,40.0,0.0,Red,20.0,10.0,25.0,10.0,0,0,0.0,0,3,0,1.0,9.0,0,0,12,0.0,34.0,33.0,0,0
456,MARTIN BUDAY,SHAMIL GAZIEV,KO/TKO,2,56,Heavyweight Bout,perf,0,0,40.0,50.0,0.0,0.0,0,0,0,0,20.0,138,100.0,71,0.0,28.0,0.0,0.0,100.0,71.0,0,10,0,18.0,13.0,1.0,0.0,193.04,117.92999999999999,5.62,52.0,5.4,55.0,0.3,50.0,100.0,0.3,11.0,0.0,0.0,193.04,1.52,67.0,0.30499999999999927,31.625,0.0,0.0,5.0,1.7499999999999998,Blue,8.0,49.0,13.0,60.0,0,2,0.0,0,0,14,0.0,0.0,0,5,0,8.125,33.0,34.0,0,0
457,SONG YADONG,CHRIS GUTIERREZ,Decision - Unanimous,5,300,Bantamweight Bout,No bonus,0,0,46.0,60.0,66.0,0.0,0,0,0,0,527.5,0,45.0,9,15.0,3.0,38.0,57.5,63.0,100.0,5,0,31,0.0,20.0,7.0,0.0,172.72,61.23,4.61,42.0,3.77,59.0,0.53,55.0,72.0,0.2,20.0,5.0,0.0,175.26,5.04,57.0,2.73,65.0,0.34,37.0,71.0,0.1,Red,77.0,87.0,160.0,105.0,2,3,0.0,2,12,3,23.5,23.5,4,0,15,0.0,27.0,33.0,0,0
